block,param,value,arm,seed,n_ign,pool,n_sensors,n_regions,j_threshold,eta,attention_thr,cycle_min,horizon_min,revision_budget,w_burn,w_asset,w_pop,j_phys,j_total,burned,burned_ha,evacuated,affected,out_min,fs_frac,tried_3,acc_3,rules_final,seconds
calibration,grid,4|0.5,adaptive,202,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08534,0.11122,660,59.4,0.0,3.0,-1,0.2833,8,4,9,15.2
calibration,grid,4|0.5,adaptive,201,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.27318,0.30012,2735,246.15,0.0,299.0,-1,0.2177,5,2,10,19.8
calibration,grid,4|1.0,adaptive,201,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.24301,0.25299,2471,222.39,0.0,295.0,-1,0.1129,6,3,11,18.9
calibration,grid,4|1.0,adaptive,202,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08865,0.10427,671,60.39,0.0,8.0,-1,0.3083,8,4,10,15.0
calibration,freeburn,8,freeburn,201,8,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.62331,0.54998,4128,371.52,0.0,3714.0,-1,,0,0,0,1.5
calibration,freeburn,8,freeburn,202,8,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.57427,0.50671,3610,324.9,0.0,3381.0,-1,,0,0,0,1.7
calibration,grid,8|0.1,adaptive,202,8,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.48582,0.4796,3527,317.43,7740.0,331.0,-1,0.2,3,0,7,18.7
calibration,grid,8|0.1,adaptive,201,8,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.52868,0.51469,4029,362.61,8687.0,9.0,-1,0.0192,4,1,10,19.3
calibration,grid,8|0.25,adaptive,202,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.49965,0.49636,3513,316.17,0.0,2093.0,-1,0.0286,4,1,12,18.3
calibration,grid,8|0.25,adaptive,201,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.51825,0.51394,3989,359.01,2248.0,1972.0,-1,0.375,3,2,8,19.2
calibration,grid,8|0.5,adaptive,202,8,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18757,0.23054,1481,133.29,0.0,128.0,-1,0.0417,3,1,8,18.7
calibration,grid,8|0.5,adaptive,201,8,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.29795,0.32824,3170,285.3,2248.0,313.0,-1,0.2583,4,2,8,19.2
calibration,grid,8|1.0,adaptive,202,8,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.15975,0.17521,1196,107.64,0.0,73.0,-1,0.1667,7,3,8,16.7
calibration,grid,8|1.0,adaptive,201,8,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.24043,0.25994,2529,227.61,2248.0,210.0,-1,0.0333,3,2,11,18.0
calibration,freeburn,12,freeburn,201,12,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.60981,0.53807,4119,370.71,0.0,3288.0,-1,,0,0,0,1.5
calibration,freeburn,12,freeburn,202,12,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.61282,0.54072,3949,355.41,0.0,3721.0,-1,,0,0,0,1.6
calibration,grid,12|0.1,adaptive,202,12,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.52654,0.51588,3879,349.11,8936.0,505.0,-1,0.0083,4,1,10,17.0
calibration,grid,12|0.1,adaptive,201,12,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.51102,0.50009,3997,359.73,10059.0,0.0,-1,0.0143,4,1,11,19.4
calibration,grid,12|0.25,adaptive,201,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.51753,0.51317,3989,359.01,2254.0,2152.0,-1,0.3083,3,2,8,18.0
calibration,grid,12|0.25,adaptive,202,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.53315,0.52726,3849,346.41,1382.0,2030.0,-1,0.2167,3,1,10,17.7
calibration,grid,12|0.5,adaptive,202,12,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.32858,0.34967,3061,275.49,1382.0,318.0,-1,0.1833,3,1,8,19.1
calibration,grid,12|0.5,adaptive,201,12,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.3356,0.36134,3376,303.84,2254.0,507.0,-1,0.15,4,2,10,19.2
calibration,grid,12|1.0,adaptive,202,12,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22962,0.24784,1756,158.04,1382.0,257.0,-1,0.0,7,5,12,17.5
calibration,grid,12|1.0,adaptive,201,12,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.26371,0.27866,2727,245.43,2254.0,234.0,-1,0.025,4,3,11,19.0
environment,n_ign,1,static,201,1,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00176,0.04432,11,0.99,0.0,0.0,-1,0.5,0,0,5,10.0
environment,n_ign,1,static,202,1,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.10029,0.14968,715,64.35,0.0,36.0,-1,0.4844,0,0,5,11.7
environment,n_ign,1,adaptive,201,1,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.00128,0.03102,8,0.72,0.0,0.0,54.0,0.2,2,1,7,3.3
environment,n_ign,1,static,203,1,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.10002,0.15224,863,77.67,0.0,0.0,-1,0.225,0,0,5,11.1
environment,n_ign,1,adaptive,202,1,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08697,0.12877,702,63.18,0.0,0.0,-1,0.2576,3,0,7,18.2
environment,n_ign,1,adaptive,203,1,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.10338,0.13042,905,81.45,0.0,0.0,338.0,0.0,3,0,9,17.1
environment,n_ign,2,static,202,2,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.12501,0.17975,839,75.51,0.0,60.0,-1,0.4865,0,0,5,12.6
environment,n_ign,2,static,201,2,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18884,0.23772,1786,160.74,0.0,124.0,-1,0.5,0,0,5,12.8
environment,n_ign,2,static,203,2,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09905,0.15676,851,76.59,0.0,0.0,-1,0.2583,0,0,5,11.7
environment,n_ign,2,adaptive,201,2,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18786,0.22955,1765,158.85,0.0,127.0,-1,0.2,3,1,8,18.9
environment,n_ign,2,adaptive,203,2,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.10227,0.13215,891,80.19,0.0,0.0,338.0,0.0,3,0,8,16.6
environment,n_ign,2,adaptive,202,2,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14611,0.19282,1121,100.89,0.0,54.0,-1,0.2812,6,3,9,19.3
environment,n_ign,4,static,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.45695,0.46065,3777,339.93,0.0,1540.0,-1,0.4417,0,0,5,11.6
environment,n_ign,4,static,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.25605,0.28264,2369,213.21,0.0,316.0,-1,0.4,0,0,5,12.3
environment,n_ign,4,static,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22894,0.26223,2475,222.75,0.0,161.0,-1,0.2417,0,0,5,11.4
environment,n_ign,4,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,18.8
environment,n_ign,4,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,21.3
environment,n_ign,8,static,201,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.52041,0.51499,4005,360.45,0.0,2236.0,-1,0.3929,0,0,5,12.3
environment,n_ign,4,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,18.7
environment,n_ign,8,static,202,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.47516,0.47584,3502,315.18,0.0,1538.0,-1,0.2417,0,0,5,11.6
environment,n_ign,8,static,203,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.40807,0.41572,3520,316.8,0.0,802.0,-1,0.2429,0,0,5,12.5
environment,n_ign,8,adaptive,201,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.51825,0.51394,3989,359.01,2248.0,1972.0,-1,0.375,3,2,8,16.9
environment,n_ign,8,adaptive,202,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.49965,0.49636,3513,316.17,0.0,2093.0,-1,0.0286,4,1,12,16.1
environment,n_ign,12,static,201,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.49725,0.49628,3946,355.14,0.0,1784.0,-1,0.325,0,0,5,10.7
environment,n_ign,12,static,202,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.54086,0.5349,3856,347.04,0.0,2036.0,-1,0.2417,0,0,5,11.8
environment,n_ign,8,adaptive,203,8,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.40475,0.41251,3505,315.45,0.0,820.0,-1,0.2429,4,1,6,20.2
environment,n_ign,12,static,203,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.44524,0.44841,3714,334.26,0.0,1038.0,-1,0.2429,0,0,5,12.9
environment,n_ign,12,adaptive,201,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.51753,0.51317,3989,359.01,2254.0,2152.0,-1,0.3083,3,2,8,19.2
environment,n_ign,12,adaptive,202,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.53315,0.52726,3849,346.41,1382.0,2030.0,-1,0.2167,3,1,10,18.2
environment,n_ign,12,adaptive,203,12,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.44266,0.44279,3695,332.55,0.0,1128.0,-1,0.2442,4,1,8,20.6
environment,pool,0.1,static,201,4,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.49031,0.48176,3827,344.43,2927.0,1613.0,-1,0.2571,0,0,5,11.9
environment,pool,0.1,static,202,4,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.44901,0.44612,3017,271.53,7776.0,303.0,-1,0.3071,0,0,5,12.0
environment,pool,0.1,static,203,4,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.36716,0.37764,3357,302.13,2470.0,377.0,-1,0.2429,0,0,5,12.2
environment,pool,0.1,adaptive,201,4,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.49012,0.48088,3827,344.43,2927.0,1595.0,-1,0.2143,3,0,6,19.0
environment,pool,0.1,adaptive,202,4,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.44992,0.44653,3020,271.8,7776.0,308.0,-1,0.2143,3,0,6,19.7
environment,pool,0.25,static,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.45695,0.46065,3777,339.93,0.0,1540.0,-1,0.4417,0,0,5,11.3
environment,pool,0.1,adaptive,203,4,0.1,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.36274,0.37491,3350,301.5,2473.0,381.0,-1,0.025,6,2,8,18.3
environment,pool,0.25,static,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22894,0.26223,2475,222.75,0.0,161.0,-1,0.2417,0,0,5,10.9
environment,pool,0.25,static,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.25605,0.28264,2369,213.21,0.0,316.0,-1,0.4,0,0,5,11.6
environment,pool,0.25,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,16.7
environment,pool,0.25,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,18.9
environment,pool,0.5,static,201,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.26992,0.30508,2797,251.73,0.0,275.0,-1,0.4597,0,0,5,10.0
environment,pool,0.5,static,202,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.11607,0.14813,769,69.21,0.0,21.0,-1,0.35,0,0,5,9.5
environment,pool,0.25,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.3
environment,pool,0.5,static,203,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.12179,0.16445,1159,104.31,0.0,0.0,-1,0.325,0,0,5,8.9
environment,pool,0.5,adaptive,202,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08534,0.11122,660,59.4,0.0,3.0,-1,0.2833,8,4,9,13.5
environment,pool,0.5,adaptive,201,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.27318,0.30012,2735,246.15,0.0,299.0,-1,0.2177,5,2,10,17.8
environment,pool,0.75,static,201,4,0.75,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.25398,0.2751,2568,231.12,0.0,268.0,-1,0.4758,0,0,5,10.5
environment,pool,0.5,adaptive,203,4,0.5,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.13353,0.16677,1245,112.05,0.0,1.0,-1,0.025,6,4,14,16.6
environment,pool,0.75,static,202,4,0.75,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.11607,0.14018,769,69.21,0.0,21.0,-1,0.35,0,0,5,9.1
environment,pool,0.75,static,203,4,0.75,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.12907,0.161,1272,114.48,0.0,0.0,-1,0.2417,0,0,5,9.0
environment,pool,0.75,adaptive,202,4,0.75,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.07933,0.10147,621,55.89,0.0,0.0,224.0,0.3421,4,2,8,8.6
environment,pool,0.75,adaptive,201,4,0.75,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.27166,0.28171,2588,232.92,0.0,384.0,-1,0.0968,3,0,7,15.4
environment,pool,1.0,static,201,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.25101,0.26855,2435,219.15,0.0,353.0,-1,0.4375,0,0,5,9.7
environment,pool,0.75,adaptive,203,4,0.75,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1756,0.19091,1763,158.67,0.0,30.0,-1,0.0333,2,0,9,14.5
environment,pool,1.0,static,202,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.09047,0.11805,639,57.51,0.0,14.0,-1,0.4333,0,0,5,8.6
environment,pool,1.0,static,203,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.1303,0.14415,1242,111.78,0.0,0.0,-1,0.2339,0,0,5,8.8
environment,pool,1.0,adaptive,201,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.24301,0.25299,2471,222.39,0.0,295.0,-1,0.1129,6,3,11,15.9
environment,pool,1.0,adaptive,202,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.08865,0.10427,671,60.39,0.0,8.0,-1,0.3083,8,4,10,12.5
environment,pool,1.0,adaptive,203,4,1.0,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14404,0.15218,1405,126.45,0.0,1.0,-1,0.025,2,0,10,14.8
environment,n_regions,1,adaptive,201,4,0.25,1.0,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.49417,0.49308,3823,344.07,0.0,1952.0,-1,1.0,3,1,6,15.8
environment,n_regions,1,adaptive,202,4,0.25,1.0,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.19201,0.22841,1960,176.4,0.0,43.0,-1,0.0333,3,1,8,15.8
environment,n_regions,2,adaptive,201,4,0.25,1.0,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.42233,0.43036,3672,330.48,0.0,1027.0,-1,0.4333,3,0,7,14.6
environment,n_regions,1,adaptive,203,4,0.25,1.0,1,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.17906,0.21946,1890,170.1,0.0,36.0,-1,0.9667,3,0,5,15.0
environment,n_regions,2,adaptive,202,4,0.25,1.0,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.2451,0.27427,2283,205.47,0.0,143.0,-1,0.4833,3,1,7,14.2
environment,n_regions,2,adaptive,203,4,0.25,1.0,2,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.25916,0.28613,2910,261.9,0.0,170.0,-1,0.4833,5,2,8,14.3
environment,n_regions,4,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.7
environment,n_regions,4,adaptive,202,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,16.4
environment,n_regions,4,adaptive,203,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,16.4
environment,n_regions,8,adaptive,201,4,0.25,1.0,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.45045,0.45518,3760,338.4,0.0,1298.0,-1,0.1292,3,0,9,14.3
environment,n_regions,8,adaptive,202,4,0.25,1.0,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.15437,0.2024,1225,110.25,0.0,48.0,-1,0.15,5,1,8,16.8
tuning,j_threshold,0.15,adaptive,201,4,0.25,1.0,4,0.15,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.1
environment,n_regions,8,adaptive,203,4,0.25,1.0,8,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.22439,0.25724,2434,219.06,0.0,152.0,-1,0.1208,3,1,7,16.5
tuning,j_threshold,0.15,adaptive,202,4,0.25,1.0,4,0.15,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.4
tuning,j_threshold,0.15,adaptive,203,4,0.25,1.0,4,0.15,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,15.5
tuning,j_threshold,0.25,adaptive,201,4,0.25,1.0,4,0.25,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,13.7
tuning,j_threshold,0.25,adaptive,202,4,0.25,1.0,4,0.25,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.14886,0.19579,1234,111.06,0.0,30.0,-1,0.0857,3,0,7,15.8
tuning,j_threshold,0.35,adaptive,201,4,0.25,1.0,4,0.35,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.46338,0.46593,3802,342.18,0.0,1601.0,-1,0.325,3,0,8,18.0
tuning,j_threshold,0.25,adaptive,203,4,0.25,1.0,4,0.25,0.6,0.35,12.0,24.0,3,1.0,1.0,1.0,0.18488,0.22446,2028,182.52,0.0,46.0,-1,0.025,3,0,10,20.6
